jp,fr,occurrences,has_var,en_hint
"青龍・刀神シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"青龍・天槍シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"青龍・砲皇シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"青龍・鈍器獣シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"青龍・奏帝シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"青龍・穿凰シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"青龍・斬将シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"青龍・磁星シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"青龍・銃傑シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"青龍・銃仙シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"青龍・弓鬼シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"ＫロブスタPD黒シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"ＫロブスタPD緑シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"ＫロブスタPD青シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"ヒプノPD緑シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"ヒプノPD赤シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"ヒプノPD黄シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"ベルPD黒シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"ベルPD赤シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"ベルPD紫シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"クロオビPD白シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"クロオビPD黒シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"クロオビPD青シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"アプカルPD白シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"アプカルPD緑シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"アプカルPD黄シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"ルコPD白シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"ルコPD青シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"ルコPD赤シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"コムラダPD白赤シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"コムラダPD白青シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"コムラダPD白黄シリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"忍の装束・海Ｄシリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"忍の装束・空Ｄシリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"黒影ノ、黒陰ノＤシリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"和を感じさせる不思議な布。
布には見たことのない文字
と一枚の絵が書かれている。",,1,,
"フィニスシリーズの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"フィニスＤシリーズの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"フィールシリーズの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"フィールＤシリーズの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"マリーナシリーズの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"マリーナＤシリーズの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"アリシャシリーズの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"アリシャＤシリーズの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"シュリシリーズの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"シュリＤシリーズの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"リッカシリーズの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"リッカＤシリーズの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"それは塔の陰に潜む影の如く。
千変万化に身を変じ、真の姿
とらうること能わず…とある。",,1,,
"オトノＤシリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"ホープＤシリーズの
解放方法が記された紙。
工房に持って行こう！",,1,yes,
"メゼフェス限定の、軽快な
会話中の動作が追加される。
＜act64＞で使用可能。",,1,yes,
"メゼフェス限定の、ぶりぶり
踊る動作が追加される。
＜act65＞で使用可能。",,1,yes,
"メゼフェス限定の、お洒落な
ツイスト動作が追加される。
＜act66＞で使用可能。",,1,yes,
"片手剣の努力の証を
大量に集めた者に
与えられる証。",,1,,
"片手剣の精励の綬章を
大量に集めた者に
与えられる証。",,1,,
"片手剣の礼賛の勲章を
大量に集めた者に
与えられる証。",,1,,
"双剣の努力の証を
大量に集めた者に
与えられる証。",,1,,
"双剣の精励の綬章を
大量に集めた者に
与えられる証。",,1,,
"双剣の礼賛の勲章を
大量に集めた者に
与えられる証。",,1,,
"大剣の努力の証を
大量に集めた者に
与えられる証。",,1,,
"大剣の精励の綬章を
大量に集めた者に
与えられる証。",,1,,
"大剣の礼賛の勲章を
大量に集めた者に
与えられる証。",,1,,
"太刀の努力の証を
大量に集めた者に
与えられる証。",,1,,
"太刀の精励の綬章を
大量に集めた者に
与えられる証。",,1,,
"太刀の礼賛の勲章を
大量に集めた者に
与えられる証。",,1,,
"ハンマーの努力の証を
大量に集めた者に
与えられる証。",,1,yes,
"ハンマーの精励の綬章を
大量に集めた者に
与えられる証。",,1,yes,
"ハンマーの礼賛の勲章を
大量に集めた者に
与えられる証。",,1,yes,
"狩猟笛の努力の証を
大量に集めた者に
与えられる証。",,1,,
"狩猟笛の精励の綬章を
大量に集めた者に
与えられる証。",,1,,
"狩猟笛の礼賛の勲章を
大量に集めた者に
与えられる証。",,1,,
"ランスの努力の証を
大量に集めた者に
与えられる証。",,1,yes,
"ランスの精励の綬章を
大量に集めた者に
与えられる証。",,1,yes,
"ランスの礼賛の勲章を
大量に集めた者に
与えられる証。",,1,yes,
"ガンランスの努力の証を
大量に集めた者に
与えられる証。",,1,yes,
"ガンランスの精励の綬章を
大量に集めた者に
与えられる証。",,1,yes,
"ガンランスの礼賛の勲章を
大量に集めた者に
与えられる証。",,1,yes,
"剣斧の努力の証を
大量に集めた者に
与えられる証。",,1,,
"剣斧の精励の綬章を
大量に集めた者に
与えられる証。",,1,,
"剣斧の礼賛の勲章を
大量に集めた者に
与えられる証。",,1,,
"穿龍棍の努力の証を
大量に集めた者に
与えられる証。",,1,,
"穿龍棍の精励の綬章を
大量に集めた者に
与えられる証。",,1,,
"穿龍棍の礼賛の勲章を
大量に集めた者に
与えられる証。",,1,,
"磁斬鎚の努力の証を
大量に集めた者に
与えられる証。",,1,,
"磁斬鎚の精励の綬章を
大量に集めた者に
与えられる証。",,1,,
"磁斬鎚の礼賛の勲章を
大量に集めた者に
与えられる証。",,1,,
"ライトボウガンの努力の証を
大量に集めた者に
与えられる証。",,1,yes,
"ライトボウガンの精励の綬章を
大量に集めた者に
与えられる証。",,1,yes,
"ライトボウガンの礼賛の勲章を
大量に集めた者に
与えられる証。",,1,yes,
"ヘビィボウガンの努力の証を
大量に集めた者に
与えられる証。",,1,yes,
"ヘビィボウガンの精励の綬章を
大量に集めた者に
与えられる証。",,1,yes,
"ヘビィボウガンの礼賛の勲章を
大量に集めた者に
与えられる証。",,1,yes,
"弓の努力の証を
大量に集めた者に
与えられる証。",,1,,
"弓の精励の綬章を
大量に集めた者に
与えられる証。",,1,,
"弓の礼賛の勲章を
大量に集めた者に
与えられる証。",,1,,
"片手剣を真に
極めし者が手に出来る宝玉。",,1,,
"双剣を真に
極めし者が手に出来る宝玉。",,1,,
"大剣を真に
極めし者が手に出来る宝玉。",,1,,
"太刀を真に
極めし者が手に出来る宝玉。",,1,,
"ハンマーを真に
極めし者が手に出来る宝玉。",,1,yes,
"狩猟笛を真に
極めし者が手に出来る宝玉。",,1,,
"ランスを真に
極めし者が手に出来る宝玉。",,1,yes,
"ガンランスを真に
極めし者が手に出来る宝玉。",,1,yes,
"剣斧を真に
極めし者が手に出来る宝玉。",,1,,
"穿龍棍を真に
極めし者が手に出来る宝玉。",,1,,
"磁斬鎚を真に
極めし者が手に出来る宝玉。",,1,,
"ライトボウガンを真に
極めし者が手に出来る宝玉。",,1,yes,
"ヘビィボウガンを真に
極めし者が手に出来る宝玉。",,1,yes,
"弓を真に
極めし者が手に出来る宝玉。",,1,,
