index,source,target
12255,ハーゼＤアーム,Brassards Harze D
12256,ルヴナンＤファオスト,
12257,ククボＤガード,Gardes Kukubo D
12258,カカブＤガード,Gardes Kakabu D
12259,アルルＤガード,Gardes Aruru D
12260,朱雀・剣聖Ｄアーム,
12261,朱雀・双龍Ｄアーム,
12262,朱雀・剣王Ｄアーム,
12263,朱雀・刀神Ｄアーム,
12264,朱雀・天槍Ｄアーム,
12265,朱雀・砲皇Ｄアーム,
12266,朱雀・鈍器獣Ｄアーム,
12267,朱雀・奏帝Ｄアーム,
12268,朱雀・穿凰Ｄアーム,
12269,朱雀・斬将Ｄアーム,
12270,朱雀・銃傑Ｄガード,
12271,朱雀・銃仙Ｄガード,
12272,朱雀・弓鬼Ｄガード,
12273,Ｇ・ナイトカフスPD赤,
12274,Ｇ・ナイトカフスPD青,
12275,Ｇ・ナイトカフスPD紫,
12276,ＰＶカフスPD赤,
12277,ＰＶカフスPD青,
12278,ＰＶカフスPD紫,
12279,エンプレスアームPD赤,
12280,エンプレスアームPD黄,
12281,エンプレスアームPD紫,
12282,エンプレスガードPD赤,
12283,エンプレスガードPD黄,
12284,エンプレスガードPD紫,
12285,ランゴアームPD黄,
12286,ランゴアームPD黒,
12287,ランゴアームPD青,
12288,デスギアアルムPD白,
12289,デスギアアルムPD赤,
12290,デスギアアルムPD青,
12291,ディアブロアームPD紫,
12292,ディアブロアームPD青,
12293,ディアブロアームPD黄,
12294,マカルパスリーブPD緑,
12295,マカルパスリーブPD青,
12296,マカルパスリーブPD黒,
12297,アカムトサクンペPD黒,
12298,アカムトサクンペPD赤,
12299,アカムトサクンペPD白,
12300,アカムトノキリペPD黒,
12301,アカムトノキリペPD赤,
12302,アカムトノキリペPD白,
12303,グラビドアームPD黒,
12304,グラビドアームPD青,
12305,グラビドアームPD赤,
12306,シャルルＤアーム,Brassards Sharuru D
12307,煉鳳ノ篭手Ｄ,
12308,アノルZDアーム,Brassards Anorupatisu D
12309,アノルZDガード,Gardes Anorupatisu D
12310,ディランＤアーム,Brassards Dylan D
12311,ディブルＤアーム,
12312,フィンスＤアーム,Brassards Fins D
12313,ディンスＤアーム,Brassards Dins D
12314,カリスＤアーム,Brassards Charis D
12315,ミリアムＤアーム,Brassards Miriam D
12316,レニガンＤアーム,Brassards Lenigan D
12317,執事メイド 色替え,
12318,カタンテＤアーム,Brassards Katante D
12319,リカンテＤアーム,Brassards Rikante D
12320,メレンテＤアーム,Brassards Merente D
12321,ウタンテＤアーム,Brassards Utante D
12322,ブルックＤグローブ,
12323,シルックＤグローブ,
12324,ゴルックＤグローブ,
12325,潔燭ノ篭手Ｄ,
12326,華燭ノ篭手Ｄ,
12327,ジャガーＤアーム,Brassards Jyaga D
12328,キュールＤアーム,
12329,ジェスＤアーム,Brassards Jess D
12330,リアルオＤアーム,Brassards Riaruo D
12331,レイレスＤアーム,Brassards Reiresu D
12332,レウアスＤアーム,Brassards Reuasu D
12333,ブランＤアーム,Brassards Buran D
12334,しましまＤアーム,Brassards Shimashima D
12335,デストラＤカノン,
12336,フランテＤアーム,Brassards Furante D
12337,シャルルアーム,Brassards Sharuru
12338,シャルルＦアーム,Brassards Sharuru F
12339,シャルルFZアーム,Brassards Sharuru FZ
12340,シャルルHSアーム,Brassards Sharuru HS
12341,シャルルGSアーム,Brassards Sharuru GS
12342,シャルルGPアーム,Brassards Sharuru GP
12343,シャルルZPアーム,Brassards Sharuru ZP
12344,シャルルガード,Gardes Sharuru
12345,シャルルＦガード,Gardes Sharuru F
12346,シャルルFZガード,Gardes Sharuru FZ
12347,シャルルHSガード,Gardes Sharuru HS
12348,シャルルGSガード,Gardes Sharuru GS
12349,シャルルGPガード,Gardes Sharuru GP
12350,シャルルZPガード,Gardes Sharuru ZP
12351,煉鳳ノ篭手Ｚ,
12352,煉鳳ノ篭手ZF,
12353,煉鳳ノ篭手ZY,
12354,煉鳳ノ篭手ZX,
12355,煉鳳ノ大袖Ｚ,
12356,煉鳳ノ大袖ZF,
12357,煉鳳ノ大袖ZY,
12358,煉鳳ノ大袖ZX,
12359,アノルＺアーム,Brassards Anorupatisu Z
12360,アノルZFアーム,Brassards Anorupatisu F
12361,アノルZYアーム,Brassards Anorupatisu ZY
12362,アノルZXアーム,Brassards Anorupatisu ZX
12363,アノルＺガード,Gardes Anorupatisu Z
12364,アノルZFガード,Gardes Anorupatisu F
12365,アノルZYガード,Gardes Anorupatisu ZY
12366,アノルZXガード,Gardes Anorupatisu ZX
12367,歌紡ノ袖Ｚ,
12368,歌紡ノ袖ZF,
12369,歌紡ノ袖ZY,
12370,歌紡ノ袖ZX,
12371,歌紡ノ小手Ｚ,
12372,歌紡ノ小手ZF,
12373,歌紡ノ小手ZY,
12374,歌紡ノ小手ZX,
12375,リンクスＧアーム,
12376,リンクスGFアーム,
12377,リンクスGXアーム,
12378,リンクスＧガード,
12379,リンクスGFガード,
12380,リンクスGXガード,
12381,ジンドルＧアーム,Brassards Zindol G
12382,ジンドルGFアーム,Brassards Zindol GF
12383,ジンドルGXアーム,Brassards Zindol GX
12384,ジンドルＧガード,Gardes Zindol G
12385,ジンドルGFガード,Gardes Zindol GF
12386,ジンドルGXガード,Gardes Zindol GX
12387,ディランアーム,Brassards Dylan
12388,ディランＦアーム,Brassards Dylan F
12389,ディランFZアーム,Brassards Dylan FZ
12390,ディランHSアーム,Brassards Dylan HS
12391,ディランGSアーム,Brassards Dylan GS
12392,ディランGPアーム,Brassards Dylan GP
12393,ディランZPアーム,Brassards Dylan ZP
12394,ディランガード,Gardes Dylan
12395,ディランＦガード,Gardes Dylan F
12396,ディランFZガード,Gardes Dylan FZ
12397,ディランHSガード,Gardes Dylan HS
12398,ディランGSガード,Gardes Dylan GS
12399,ディランGPガード,Gardes Dylan GP
12400,ディランZPガード,Gardes Dylan ZP
12401,ディブルアーム,
12402,ディブルＦアーム,
12403,ディブルFZアーム,
12404,ディブルHSアーム,
12405,ディブルGSアーム,
12406,ディブルGPアーム,
12407,ディブルZPアーム,
12408,ディブルガード,
12409,ディブルＦガード,
12410,ディブルFZガード,
12411,ディブルHSガード,
12412,ディブルGSガード,
12413,ディブルGPガード,
12414,ディブルZPガード,
12415,フィンスアーム,Brassards Fins
12416,フィンスＦアーム,Brassards Fins F
12417,フィンスFZアーム,Brassards Fins FZ
12418,フィンスHSアーム,Brassards Fins HS
12419,フィンスGSアーム,Brassards Fins GS
12420,フィンスGPアーム,Brassards Fins GP
12421,フィンスZPアーム,Brassards Fins ZP
12422,フィンスガード,Gardes Fins
12423,フィンスＦガード,Gardes Fins F
12424,フィンスFZガード,Gardes Fins FZ
12425,フィンスHSガード,Gardes Fins HS
12426,フィンスGSガード,Gardes Fins GS
12427,フィンスGPガード,Gardes Fins GP
12428,フィンスZPガード,Gardes Fins ZP
12429,ディンスアーム,Brassards Dins
12430,ディンスＦアーム,Brassards Dins F
12431,ディンスFZアーム,Brassards Dins FZ
12432,ディンスHSアーム,Brassards Dins HS
12433,ディンスGSアーム,Brassards Dins GS
12434,ディンスGPアーム,Brassards Dins GP
12435,ディンスZPアーム,Brassards Dins ZP
12436,ディンスガード,Gardes Dins
12437,ディンスＦガード,Gardes Dins F
12438,ディンスFZガード,Gardes Dins FZ
12439,ディンスHSガード,Gardes Dins HS
12440,ディンスGSガード,Gardes Dins GS
12441,ディンスGPガード,Gardes Dins GP
12442,ディンスZPガード,Gardes Dins ZP
12443,潔燭ノ篭手Ｚ,
12444,潔燭ノ篭手ZF,
12445,潔燭ノ篭手ZY,
12446,潔燭ノ篭手ZX,
12447,潔燭ノ大袖Ｚ,
12448,潔燭ノ大袖ZF,
12449,潔燭ノ大袖ZY,
12450,潔燭ノ大袖ZX,
12451,華燭ノ篭手Ｚ,
12452,華燭ノ篭手ZF,
12453,華燭ノ篭手ZY,
12454,華燭ノ篭手ZX,
12455,華燭ノ大袖Ｚ,
12456,華燭ノ大袖ZF,
12457,華燭ノ大袖ZY,
12458,華燭ノ大袖ZX,
12459,カリスアーム,Brassards Charis
12460,カリスＦアーム,Brassards Charis F
12461,カリスFZアーム,Brassards Charis FZ
12462,カリスHSアーム,Brassards Charis HS
12463,カリスGSアーム,Brassards Charis GS
12464,カリスGPアーム,Brassards Charis GP
12465,カリスZPアーム,Brassards Charis ZP
12466,カリスガード,Gardes Charis
12467,カリスＦガード,Gardes Charis F
12468,カリスFZガード,Gardes Charis FZ
12469,カリスHSガード,Gardes Charis HS
12470,カリスGSガード,Gardes Charis GS
12471,カリスGPガード,Gardes Charis GP
12472,カリスZPガード,Gardes Charis ZP
12473,ミリアムアーム,Brassards Miriam
12474,ミリアムＦアーム,Brassards Miriam F
12475,ミリアムFZアーム,Brassards Miriam FZ
12476,ミリアムHSアーム,Brassards Miriam HS
12477,ミリアムGSアーム,Brassards Miriam GS
12478,ミリアムGPアーム,Brassards Miriam GP
12479,ミリアムZPアーム,Brassards Miriam ZP
12480,ミリアムガード,Gardes Miriam
12481,ミリアムＦガード,Gardes Miriam F
12482,ミリアムFZガード,Gardes Miriam FZ
12483,ミリアムHSガード,Gardes Miriam HS
12484,ミリアムGSガード,Gardes Miriam GS
12485,ミリアムGPガード,Gardes Miriam GP
12486,ミリアムZPガード,Gardes Miriam ZP
12487,レニガンアーム,Brassards Lenigan
12488,レニガンＦアーム,Brassards Lenigan F
12489,レニガンFZアーム,Brassards Lenigan FZ
12490,レニガンHSアーム,Brassards Lenigan HS
12491,レニガンGSアーム,Brassards Lenigan GS
12492,レニガンGPアーム,Brassards Lenigan GP
12493,レニガンZPアーム,Brassards Lenigan ZP
12494,レニガンガード,Gardes Lenigan
12495,レニガンＦガード,Gardes Lenigan F
12496,レニガンFZガード,Gardes Lenigan FZ
12497,レニガンHSガード,Gardes Lenigan HS
12498,レニガンGSガード,Gardes Lenigan GS
12499,レニガンGPガード,Gardes Lenigan GP
12500,レニガンZPガード,Gardes Lenigan ZP
12501,ファビラアーム,Brassards Favila
12502,ファビラＦアーム,Brassards Favila F
12503,ファビラFZアーム,Brassards Favila FZ
12504,ファビラHSアーム,Brassards Favila HS
12505,ファビラGSアーム,Brassards Favila GS
12506,ファビラGPアーム,Brassards Favila GP
12507,ファビラZPアーム,Brassards Favila ZP
12508,ファビラガード,Gardes Favila
12509,ファビラＦガード,Gardes Favila F
12510,ファビラFZガード,Gardes Favila FZ
12511,ファビラHSガード,Gardes Favila HS
12512,ファビラGSガード,Gardes Favila GS
12513,ファビラGPガード,Gardes Favila GP
12514,ファビラZPガード,Gardes Favila ZP
12515,デストラGSカノン,
12516,デストラGPカノン,
12517,デストラZPカノン,
12518,ダミー,
12519,ダミー,
12520,ダミー,
12521,デストラGSクーター,
12522,デストラGPクーター,
12523,デストラZPクーター,
12524,ダミー,
12525,ダミー,
12526,ダミー,
12527,ブレイブZXアーム,
12528,ボガバドＺアーム,Brassards Bogabado Z
12529,ボガバドZFアーム,Brassards Bogabado F
12530,ボガバドZYアーム,Brassards Bogabado ZY
12531,ボガバドZXアーム,Brassards Bogabado ZX
12532,ボガバドＺガード,Gardes Bogabado Z
12533,ボガバドZFガード,Gardes Bogabado F
12534,ボガバドZYガード,Gardes Bogabado ZY
12535,ボガバドZXガード,Gardes Bogabado ZX
12536,アリシアアーム,Brassards Alicia
12537,アリシアＦアーム,Brassards Alicia F
12538,アリシアFZアーム,Brassards Alicia FZ
12539,アリシアHSアーム,Brassards Alicia HS
12540,アリシアGSアーム,Brassards Alicia GS
12541,アリシアGPアーム,Brassards Alicia GP
12542,アリシアZPアーム,Brassards Alicia ZP
12543,アリシアガード,Gardes Alicia
12544,アリシアＦガード,Gardes Alicia F
12545,アリシアFZガード,Gardes Alicia FZ
12546,アリシアHSガード,Gardes Alicia HS
12547,アリシアGSガード,Gardes Alicia GS
12548,アリシアGPガード,Gardes Alicia GP
12549,アリシアZPガード,Gardes Alicia ZP
12550,タンザナアーム,Brassards Tanzanite
12551,タンザナＦアーム,Brassards Tanzanite F
12552,タンザナFXアーム,Brassards Tanzanite FX
12553,ヘマタイトアーム,Brassards Hématite
12554,ヘマタイトＦアーム,Brassards Hématite F
12555,ヘマタイトFXアーム,Brassards Hématite FX
12556,白虎・磁星Ｇアーム,
12557,白虎・磁星GFアーム,
12558,白虎・磁星GXアーム,
12559,朱雀・磁星Ｇアーム,
12560,朱雀・磁星GFアーム,
12561,朱雀・磁星GXアーム,
12562,玄武・磁星Ｇアーム,
12563,玄武・磁星GFアーム,
12564,玄武・磁星GXアーム,
12565,青龍・磁星Ｇアーム,
12566,青龍・磁星GFアーム,
12567,青龍・磁星GXアーム,
12568,白蘭・磁星アーム,
12569,白蘭・磁星Ｆアーム,
12570,白蘭・磁星FXアーム,
12571,紅霞・磁星アーム,
12572,紅霞・磁星Ｆアーム,
12573,紅霞・磁星FXアーム,
12574,白蘭・磁星Ｇアーム,
12575,白蘭・磁星GFアーム,
12576,白蘭・磁星GXアーム,
12577,紅霞・磁星Ｇアーム,
12578,紅霞・磁星GFアーム,
12579,紅霞・磁星GXアーム,
12580,月夜・磁星Ｇアーム,
12581,月夜・磁星GFアーム,
12582,月夜・磁星GXアーム,
12583,蒼穹・磁星Ｇアーム,
12584,蒼穹・磁星GFアーム,
12585,蒼穹・磁星GXアーム,
12586,雅葉ノ装【衣袂】朱,
12587,雅葉ノ装Ｆ【衣袂】朱,
12588,雅葉ノ装FZ【衣袂】朱,
12589,雅葉ノ装HS【衣袂】朱,
12590,雅葉ノ装GS【衣袂】朱,
12591,雅葉ノ装GP【衣袂】朱,
12592,雅葉ノ装ZP【衣袂】朱,
12593,雅葉ノ装【大袖】朱,
12594,雅葉ノ装Ｆ【大袖】朱,
12595,雅葉ノ装FZ【大袖】朱,
12596,雅葉ノ装HS【大袖】朱,
12597,雅葉ノ装GS【大袖】朱,
12598,雅葉ノ装GP【大袖】朱,
12599,雅葉ノ装ZP【大袖】朱,
12600,雅葉ノ装【衣袂】銀,
12601,雅葉ノ装Ｆ【衣袂】銀,
12602,雅葉ノ装FZ【衣袂】銀,
12603,雅葉ノ装HS【衣袂】銀,
12604,雅葉ノ装GS【衣袂】銀,
12605,雅葉ノ装GP【衣袂】銀,
12606,雅葉ノ装ZP【衣袂】銀,
12607,雅葉ノ装【大袖】銀,
12608,雅葉ノ装Ｆ【大袖】銀,
12609,雅葉ノ装FZ【大袖】銀,
12610,雅葉ノ装HS【大袖】銀,
12611,雅葉ノ装GS【大袖】銀,
12612,雅葉ノ装GP【大袖】銀,
12613,雅葉ノ装ZP【大袖】銀,
12614,雅葉ノ装【衣袂】碧,
12615,雅葉ノ装Ｆ【衣袂】碧,
12616,雅葉ノ装FZ【衣袂】碧,
12617,雅葉ノ装HS【衣袂】碧,
12618,雅葉ノ装GS【衣袂】碧,
12619,雅葉ノ装GP【衣袂】碧,
12620,雅葉ノ装ZP【衣袂】碧,
12621,雅葉ノ装【大袖】碧,
12622,雅葉ノ装Ｆ【大袖】碧,
12623,雅葉ノ装FZ【大袖】碧,
12624,雅葉ノ装HS【大袖】碧,
12625,雅葉ノ装GS【大袖】碧,
12626,雅葉ノ装GP【大袖】碧,
12627,雅葉ノ装ZP【大袖】碧,
12628,雅葉ノ装【衣袂】橙,
12629,雅葉ノ装Ｆ【衣袂】橙,
12630,雅葉ノ装FZ【衣袂】橙,
12631,雅葉ノ装HS【衣袂】橙,
12632,雅葉ノ装GS【衣袂】橙,
12633,雅葉ノ装GP【衣袂】橙,
12634,雅葉ノ装ZP【衣袂】橙,
12635,雅葉ノ装【大袖】橙,
12636,雅葉ノ装Ｆ【大袖】橙,
12637,雅葉ノ装FZ【大袖】橙,
12638,雅葉ノ装HS【大袖】橙,
12639,雅葉ノ装GS【大袖】橙,
12640,雅葉ノ装GP【大袖】橙,
12641,雅葉ノ装ZP【大袖】橙,
12642,グラハムアーム,
12643,ファビラＤアーム,Brassards Favila D
12644,アリシアＤアーム,Brassards Alicia D
12645,雅葉ノ装Ｃ【衣袂】,
12646,アウラＣアーム,
12647,アスモＣアーム,Brassards Asumo C
12648,ロッカＣアーム,Brassards Rokka C
12649,ルーチェＣアーム,Brassards Ruche C
12650,シュイＣアーム,Brassards Shui C
12651,雅葉ノ装Ｄ【衣袂】朱,
12652,雅葉ノ装Ｄ【衣袂】銀,
12653,雅葉ノ装Ｄ【衣袂】碧,
12654,雅葉ノ装Ｄ【衣袂】橙,
12655,玄武・剣聖Ｄアーム,
12656,玄武・双龍Ｄアーム,
12657,玄武・剣王Ｄアーム,
12658,玄武・刀神Ｄアーム,
12659,玄武・天槍Ｄアーム,
12660,玄武・砲皇Ｄアーム,
12661,玄武・鈍器獣Ｄアーム,
12662,玄武・奏帝Ｄアーム,
12663,玄武・穿凰Ｄアーム,
12664,玄武・斬将Ｄアーム,
12665,玄武・銃傑Ｄガード,
12666,玄武・銃仙Ｄガード,
12667,玄武・弓鬼Ｄガード,
12668,タンザナＤアーム,Brassards Tanzanite D
12669,ヘマタイトＤアーム,Brassards Hématite D
12670,白虎・磁星Ｄアーム,
12671,朱雀・磁星Ｄアーム,
12672,玄武・磁星Ｄアーム,
12673,レックスアームPD黒,
12674,レックスアームPD白,
12675,レックスアームPD紫,
12676,モノブロスアームPD黄,
12677,モノブロスアームPD緑,
12678,モノブロスアームPD白,
12679,フルフルガードPD黒,
12680,フルフルガードPD緑,
12681,フルフルガードPD青,
12682,ガノスアームPD黒,
12683,ガノスアームPD黄,
12684,ガノスアームPD紫,
12685,ガノスガードPD黒,
12686,ガノスガードPD黄,
12687,ガノスガードPD紫,
12688,ゲリョスガードPD赤,
12689,ゲリョスガードPD黄,
12690,ゲリョスガードPD緑,
12691,神楽【篭手】PD赤,
12692,神楽【篭手】PD黒,
12693,神楽【篭手】PD紫,
12694,神座【篭手】PD赤,
12695,神座【篭手】PD黒,
12696,神座【篭手】PD紫,
12697,モスパンチPD白,
12698,モスパンチPD黄,
12699,モスパンチPD青,
12700,忍の篭手・陰PD黄,
12701,忍の篭手・陰PD赤,
12702,忍の篭手・陰PD青,
12703,ダスクＤアーム・赤,Brassards Crépuscule D rouges
12704,ダスクＤアーム・白,Brassards Crépuscule D blancs
12705,ダスクＤアーム・桃,Brassards Crépuscule D roses
